Trial,subjID,resp_iscorrect,verif_rt,descr_rt,T_verb,P_type,verif_ans,P_sentence,clear_responses,isactive,syn_voice,syn_corr,error_type_old,error_type,message
652,25,1,1.414722222,7.645555556,chase,PC,1,The monk is chased by the policeman.,a thieves chased by the another rowdy,0,P,C,,1,
653,25,0,3.845555556,4.493055556,touch,AI,0,The waitress touch the professor.,a waiter touches the swimmer man,1,A,I,,0,
654,25,1,2.222777778,4.245833333,push,PI,0,The monk is pushen by the policeman.,a cowboy puches the dancing lady,1,P,I,,0,
655,25,1,2.411944444,3.797777778,kiss,AC,0,The pirate kisses the clown.,an artist kisses the army man,1,A,C,,0,
656,25,1,1.754166667,7.5775,tickle,PI,1,The robber is ticklen by the soldier.,a lady tickle the churches father,1,P,I,,1,
657,25,1,0.9219444444,3.770277778,punch,AC,1,The cowboy punches the swimmer.,an artist punches the jocker man,1,A,C,,0,
658,25,1,1.7875,7.271388889,chase,PC,0,The swimmer is chased by the nun.,a doctor is chased by the nurse,0,P,C,,0,
659,25,1,2.063888889,4.468055556,follow,AC,1,The nun follows the doctor.,a rowdy follow the police man,1,A,C,,1,
660,25,1,0.9452777778,5.463611111,kiss,PC,0,The monk is kissed by the swimmer.,an artist lady kisses the jocker,1,P,C,,0,
661,25,1,0.8019444444,4.398333333,push,AI,1,The chef push the clown.,a cowboy pushes the swimmer,1,A,I,,0,
662,25,0,1.853055556,3.775277778,follow,PC,0,The ballerina is followed by the pirate.,the nun follows the boxer,1,P,C,,0,
663,25,1,1.455,2.772777778,kiss,AC,1,The artist kisses the ballerina.,the nun kisses the boxer,1,A,C,,0,
664,25,1,1.819722222,3.936944444,scold,PC,1,The doctor is scolded by the professor.,the kickboxer scold by the policeman,0,P,C,,0,
665,25,1,0.9197222222,2.725555556,chase,AC,0,The policeman chases the robber.,the policeman chases the swimmer,1,A,C,,0,
666,25,1,1.219722222,2.636944444,touch,PI,1,The doctor is touchen by the waitress.,the policeman touches the clown,1,P,I,,0,
667,25,1,6.618333333,3.908888889,kick,AI,1,The policeman kick the boxer.,a waitress kick the clown,1,A,I,,1,
668,25,1,3.345555556,4.4925,kick,PI,0,The clown is kicken by the nun.,the robber kicked by the lady waiter,0,P,I,,1,
669,25,1,1.313611111,3.855833333,tickle,AI,0,The soldier tickle the boxer.,the waiterlady tickle the doctor,1,A,I,,1,
670,25,1,1.85,3.752777778,follow,PC,1,The ballerina is followed by the pirate.,the nun follow the army man,1,P,C,,1,
671,25,1,1.185555556,2.734722222,follow,AC,0,The nun follows the cowboy.,the rowdy follow the doctor,1,A,C,,1,
672,25,0,1.280555556,3.2775,shoot,PI,1,The ballerina is shooted by the artist.,the chef shoot the swimmer,1,P,I,,1,
673,25,1,1.234722222,5.0225,scold,AC,1,The policeman scolds the doctor.,a waiter scold by the professor,0,A,C,,1,
674,25,1,0.9830555556,5.285833333,kiss,PC,1,The boxer is kissed by the artist.,the  nun kiss the ballerina,1,P,C,,1,
675,25,1,1.406388889,3.087777778,chase,AC,1,The nun chases the sailor.,the policeman chases the robber,1,A,C,,0,
676,25,1,0.565,3.261666667,slap,PC,1,The clown is slapped by the policeman.,the cow boy slaps the sailor,1,P,C,,2,
677,25,1,0.7083333333,3.486666667,pull,AI,1,The boxer pull the soldier.,the rowdy pull the ballerina,1,A,I,,1,
678,25,1,0.9038888889,3.856388889,punch,PC,1,The ballerina is punched by the artist.,the cowboy punched the doctor,1,P,C,,0,
679,25,1,2.064444444,3.363888889,scold,AC,0,The waitress scolds the boxer.,the ballerina scold by the polieman,0,A,C,,1,
680,25,1,0.6177777778,4.345,slap,PC,0,The nurse is slapped by  the policeman.,the ballerina slapped by the cowboy,0,P,C,,1,
681,26,1,2.970277778,4.596388889,kick,AI,1,The policeman kick the boxer.,The Waitress kicks the Clown.,1,A,I,,0,
682,26,0,1.4825,7.126666667,tickle,PI,1,The robber is ticklen by the soldier.,The Waitress tickles the Friar.,1,P,I,,0,
683,26,1,0.5569444444,6.460833333,scold,AC,1,The policeman scolds the doctor.,The Professor scolds the Sailor.,1,A,C,,0,
684,26,1,1.381111111,4.647777778,punch,PC,0,The policeman is punched by the artist.,The Cowboy punches the Ballerina.,1,P,C,,0,
685,26,1,0.6272222222,4.231666667,chase,AC,0,The policeman chases the robber.,The Police Man chases the swimmer.,1,A,C,,2,
686,26,1,0.7177777778,3.815277778,pull,PI,0,The waitress is pullen by the pirate.,The Boxer pulls the Clown.,1,P,I,,0,
687,26,1,0.5283333333,16.02583333,slap,AC,0,The cowboy slaps the ballerina.,The Officer slaps the boxer,1,A,C,,0,
688,26,1,5.157777778,7.443333333,chase,PC,0,The swimmer is chased by the nun.,The Waitress chases the Doctor.,1,P,C,,0,
689,26,1,2.144444444,3.782777778,scold,AC,0,The waitress scolds the boxer.,The Officer scolds the Ballerina.,1,A,C,,0,
690,26,1,0.8666666667,3.684722222,chase,PC,1,The monk is chased by the policeman.,The Pirate chases the Robber.,1,P,C,,0,
691,26,1,0.8419444444,4.839444444,kiss,AC,0,The pirate kisses the clown.,The Soldier and The Artist kiss.,,A,C,,2,
692,26,1,1.120833333,4.161388889,push,PI,0,The monk is pushen by the policeman.,The Cowboy pushes the Ballerina.,1,P,I,,0,
693,26,1,0.7883333333,5.571388889,slap,AC,1,The cowboy slaps the professor.,The Office slaps the Swimmer.,1,A,C,,0,
694,26,1,0.6588888889,6.613333333,kiss,PC,0,The monk is kissed by the swimmer.,The Artist kisses The Clown.,1,P,C,,0,
695,26,1,7.318333333,4.858888889,push,AI,1,The chef push the clown.,The Cowboy pushes The Swimmer.,1,A,I,,0,
696,26,1,0.7288888889,4.487222222,kick,PI,0,The clown is kicken by the nun.,The Waitress kicks The Robber.,1,P,I,,0,
697,26,1,0.4472222222,4.152777778,touch,AI,0,The waitress touch the professor.,The Sailor touches The Swimmer.,1,A,I,,0,
698,26,1,0.6747222222,4.406944444,scold,PC,0,The monk is scolded by the swimmer.,The Professor scolds The Soildier.,1,P,C,,0,
699,26,1,0.5994444444,3.75,punch,AC,1,The cowboy punches the swimmer.,The Artist punches The Clown.,1,A,C,,0,
700,26,1,0.8663888889,3.296666667,kiss,PC,1,The boxer is kissed by the artist.,The Nun kisses the Ballerina.,1,P,C,,0,
701,26,1,1.544166667,6.2325,chase,AC,1,The nun chases the sailor.,The Officer chases The Robber.,1,A,C,,0,
702,26,1,0.9727777778,5.084722222,shoot,PI,1,The ballerina is shooted by the artist.,The Cook shoots The Swimmer.,1,P,I,,0,
703,26,1,4.205833333,5.587222222,follow,AC,0,The nun follows the cowboy.,The Pirate follows The Doctor.,1,A,C,,0,
704,26,1,1.241666667,4.699722222,punch,PC,1,The ballerina is punched by the artist.,The Cowboy punches The Doctor.,1,P,C,,0,
705,26,1,0.5,24.89861111,shoot,AI,0,The actress shoot the robber.,The Chef shoots The Boxer.,1,A,I,,0,
706,26,1,8.888888889,3.531111111,touch,PI,1,The doctor is touchen by the waitress.,The Sailor touches The Clown.,1,P,I,,0,
707,26,1,0.5869444444,6.920833333,pull,AI,1,The boxer pull the soldier.,The Pirate pulls The Ballerina.,1,A,I,,0,
708,26,1,4.235555556,4.764444444,slap,PC,0,The nurse is slapped by  the policeman.,The Cowboy slaps The Ballerina.,1,P,C,,0,
709,26,1,11.155,4.344166667,tickle,AI,0,The soldier tickle the boxer.,The Waitress tickles The Doctor.,1,A,I,,0,
710,26,1,0.5705555556,4.1975,follow,PC,1,The ballerina is followed by the pirate.,The Nun follows The Soldier.,1,P,C,,0,
711,26,1,0.6705555556,2.798888889,kiss,AC,1,The artist kisses the ballerina.,The Nun kisses The Boxer.,1,A,C,,0,
712,26,1,0.9097222222,4.651388889,slap,PC,1,The clown is slapped by the policeman.,The Sailor is slapped by The Cowboy.,0,P,C,,0,
713,26,1,0.6061111111,4.391388889,punch,AC,0,The cowboy punches the nun.,The Artist punches The Monk.,1,A,C,,0,
714,26,1,1.231666667,12.96611111,scold,PC,1,The doctor is scolded by the professor.,The Officer scolds the Boxer.,1,P,C,,0,
715,26,1,1.358888889,4.681388889,follow,AC,1,The nun follows the doctor.,The Pirate follows the Sailor.,1,A,C,,0,
716,26,1,4.234444444,17.21138889,follow,PC,0,The ballerina is followed by the pirate.,The Nun follows the Boxer.,1,P,C,,0,
717,27,0,2.559166667,9.631944444,slap,AC,0,The cowboy slaps the ballerina.,A policeman slaps a boxer.,1,A,C,,0,
718,27,0,3.077222222,5.109722222,slap,PC,0,The nurse is slapped by  the policeman.,A cowboy slaps a dancer.,1,P,C,,0,
719,27,1,2.178611111,4.281944444,scold,AC,0,The waitress scolds the boxer.,A policeman scolds a dancer.,1,A,C,,0,
720,27,1,1.142222222,7.233055556,follow,PC,1,The ballerina is followed by the pirate.,A person follows a soldier.,1,P,C,,0,
721,27,0,1.6,5.953055556,push,AI,1,The chef push the clown.,A cowboy pushes a swimmer away.,1,A,I,,0,
722,27,1,1.170555556,4.236944444,chase,PC,1,The monk is chased by the policeman.,A pirate chases a robber.,1,P,C,,0,
723,27,1,1.274166667,4.606111111,kiss,AC,1,The artist kisses the ballerina.,A nun kisses a boxer.,1,A,C,,0,
724,27,1,0.7416666667,4.116388889,kiss,PC,1,The boxer is kissed by the artist.,A nun sends a dancer a kiss.,,P,C,,2,
725,27,0,1.066388889,4.147222222,follow,AC,0,The nun follows the cowboy.,A pirate follows a doctor.,1,A,C,,0,
726,27,1,0.8819444444,6.401666667,scold,PC,1,The doctor is scolded by the professor.,A policeman scolds a boxer.,1,P,C,,0,
727,27,1,1.509166667,6.814166667,touch,AI,0,The waitress touch the professor.,A sailor touches a swimmer.,1,A,I,,0,
728,27,0,0.8405555556,3.730833333,shoot,PI,1,The ballerina is shooted by the artist.,The chef shoots the swimmer.,1,P,I,,0,
729,27,1,0.9097222222,5.080833333,follow,AC,1,The nun follows the doctor.,A pirate follows a sailor.,1,A,C,,0,
730,27,1,0.9769444444,5.213611111,follow,PC,0,The ballerina is followed by the pirate.,A nun follows a boxer.,1,P,C,,0,
731,27,0,0.8161111111,5.971944444,kick,AI,1,The policeman kick the boxer.,The waitress kicks the customer.,1,A,I,,0,
732,27,1,1.202222222,3.384722222,pull,PI,0,The waitress is pullen by the pirate.,A boxer pulls a clown.,1,P,I,,0,
733,27,1,0.8563888889,5.312222222,punch,AC,1,The cowboy punches the swimmer.,An artist punches a clown.,1,A,C,,0,
734,27,0,0.925,5.332222222,tickle,PI,1,The robber is ticklen by the soldier.,A waitress tickles a monk.,1,P,I,,0,
735,27,1,0.9188888889,5.655277778,chase,AC,1,The nun chases the sailor.,The policeman chases the robber.,1,A,C,,0,
736,27,1,0.7436111111,5.656111111,kick,PI,0,The clown is kicken by the nun.,The waitress kicks the robber.,1,P,I,,0,
737,27,1,0.7316666667,4.6075,slap,AC,1,The cowboy slaps the professor.,A policeman slaps a swimmer.,1,A,C,,0,
738,27,1,0.79,5.660833333,scold,PC,0,The monk is scolded by the swimmer.,A professor scolds a soldier.,1,P,C,,0,
739,27,1,0.7855555556,3.494166667,punch,AC,0,The cowboy punches the nun.,The artist punched a monk.,1,A,C,,0,
740,27,1,0.7413888889,4.306666667,chase,PC,0,The swimmer is chased by the nun.,The doctor is chased by the waitress.,0,P,C,,0,
741,27,0,1.797222222,7.218611111,pull,AI,1,The boxer pull the soldier.,The pirate pulls the ballerina,1,A,I,,0,
742,27,1,0.8416666667,4.111111111,slap,PC,1,The clown is slapped by the policeman.,The cowboy slaps the sailor.,1,P,C,,0,
743,27,1,1.001944444,4.359444444,tickle,AI,0,The soldier tickle the boxer.,The waitress tickles the doctor.,1,A,I,,0,
744,27,1,0.6838888889,5.034444444,punch,PC,1,The ballerina is punched by the artist.,A cowboy punches a doctor.,1,P,C,,0,
745,27,1,1.084444444,3.423055556,shoot,AI,0,The actress shoot the robber.,The chef shoots a boxer.,1,A,I,,0,
746,27,1,1.384722222,7.083888889,punch,PC,0,The policeman is punched by the artist.,The cowboy punched a dancer.,1,P,C,,0,
747,27,1,2.132222222,6.921666667,chase,AC,0,The policeman chases the robber.,A policeman chases a swimmer.,1,A,C,,0,
748,27,1,0.7688888889,4.766666667,push,PI,0,The monk is pushen by the policeman.,The cowboy pushed the ballerina.,1,P,I,,0,
749,27,1,0.8880555556,4.549166667,kiss,AC,0,The pirate kisses the clown.,The artist kisses a soldier.,1,A,C,,0,
750,27,0,0.6838888889,4.091388889,touch,PI,1,The doctor is touchen by the waitress.,The sailor touched the clown.,1,P,I,,0,
751,27,1,0.8302777778,3.826666667,scold,AC,1,The policeman scolds the doctor.,A professor scolds a sailor.,1,A,C,,0,
752,27,1,0.8136111111,3.806388889,kiss,PC,0,The monk is kissed by the swimmer.,An artist kisses a clown.,1,P,C,,0,
753,28,1,2.602222222,4.257777778,chase,AC,1,The nun chases the sailor.,The police chases the bugler.,1,A,C,,0,
754,28,1,1.134722222,4.082222222,chase,PC,1,The monk is chased by the policeman.,A pirate chases a bugler.,1,P,C,,0,
755,28,1,2.283611111,7.269166667,slap,AC,1,The cowboy slaps the professor.,A swimmer was slapped by the policeman.,0,A,C,,1,
756,28,0,5.731111111,5.296388889,slap,PC,0,The nurse is slapped by  the policeman.,The cowboy is seen slapping a ballerina.,,P,C,,2,
757,28,1,1.661944444,3.747222222,slap,AC,0,The cowboy slaps the ballerina.,The policeman slapped a boxer.,1,A,C,,0,
758,28,1,2.270833333,5.275277778,scold,PC,1,The doctor is scolded by the professor.,A policeman scold a boxer.,1,P,C,,1,
759,28,1,1.266111111,6.2325,push,AI,1,The chef push the clown.,A swimmer was pushed by a cowboy.,0,A,I,,1,
760,28,1,1.615555556,4.5275,kiss,PC,1,The boxer is kissed by the artist.,The nun kisses the ballerina.,1,P,C,,0,
761,28,1,3.753055556,4.978055556,shoot,AI,0,The actress shoot the robber.,The chef shot the boxer.,1,A,I,,0,
762,28,1,1.394722222,4.413055556,punch,PC,1,The ballerina is punched by the artist.,The cowboy punched the doctor.,1,P,C,,0,
763,28,1,1.341944444,5.220277778,chase,AC,0,The policeman chases the robber.,The policeman chases the swimmer.,1,A,C,,0,
764,28,1,0.9422222222,5.365277778,slap,PC,1,The clown is slapped by the policeman.,The sailor was slapped by the cowboy.,0,P,C,,0,
765,28,0,2.721944444,3.699444444,touch,AI,0,The waitress touch the professor.,The sailor touch the swimmer.,1,A,I,,1,
766,28,1,1.1175,3.655555556,push,PI,0,The monk is pushen by the policeman.,The cowboy pushed the ballerina.,1,P,I,,0,
767,28,1,0.5744444444,5.661666667,punch,AC,0,The cowboy punches the nun.,The monk was punched by the artist.,0,A,C,,0,
768,28,0,0.7963888889,6.758055556,touch,PI,1,The doctor is touchen by the waitress.,The sailor touched the clown.,1,P,I,,0,
769,28,1,1.942222222,6.803611111,pull,AI,1,The boxer pull the soldier.,The pirate pulls the ballerina.,1,A,I,,0,
770,28,1,1.703333333,4.134166667,follow,PC,1,The ballerina is followed by the pirate.,The soldier was followed by the nun.,0,P,C,,0,
771,28,1,0.9236111111,4.461111111,punch,AC,1,The cowboy punches the swimmer.,The artist punched the clown.,1,A,C,,0,
772,28,0,1.086388889,5.512777778,shoot,PI,1,The ballerina is shooted by the artist.,The swimmer is shot by the cook.,0,P,I,,0,
773,28,1,0.8527777778,4.133333333,tickle,AI,0,The soldier tickle the boxer.,The waitress tickle the doctor.,1,A,I,,1,
774,28,1,0.6888888889,6.77,scold,PC,0,The monk is scolded by the swimmer.,The professor scold the soldier.,1,P,C,,1,
775,28,1,1.093611111,5.716944444,kiss,AC,0,The pirate kisses the clown.,The artist kiss the solder.,1,A,C,,1,
776,28,1,0.7658333333,3.445555556,chase,PC,0,The swimmer is chased by the nun.,The waitress chased the doctor.,1,P,C,,0,
777,28,1,0.9791666667,5.036666667,kiss,AC,1,The artist kisses the ballerina.,The nun kisses the boxer.,1,A,C,,0,
778,28,1,0.795,3.508055556,pull,PI,0,The waitress is pullen by the pirate.,The boxer pulls the clown.,1,P,I,,0,
779,28,1,0.7083333333,4.118888889,scold,AC,0,The waitress scolds the boxer.,The policeman scolds the ballerina.,1,A,C,,0,
780,28,1,0.5369444444,3.706111111,kick,PI,0,The clown is kicken by the nun.,The robber is kicked by the waitress.,0,P,I,,0,
781,28,1,0.4847222222,3.1975,follow,AC,0,The nun follows the cowboy.,The pirate follows the doctor.,1,A,C,,0,
782,28,1,0.715,3.647777778,kiss,PC,0,The monk is kissed by the swimmer.,The artist kisses the clown.,1,P,C,,0,
783,28,1,0.92,3.173888889,scold,AC,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,A,C,,0,
784,28,1,0.4236111111,3.903611111,punch,PC,0,The policeman is punched by the artist.,The cowboy punched the ballerina.,1,P,C,,0,
785,28,1,0.69,2.787222222,kick,AI,1,The policeman kick the boxer.,The waitress kicked the clown.,1,A,I,,0,
786,28,0,0.7172222222,7.260277778,tickle,PI,1,The robber is ticklen by the soldier.,The waitress tickle the monk.,1,P,I,,1,
787,28,1,0.8266666667,3.191666667,follow,AC,1,The nun follows the doctor.,The pirate follows the sailor.,1,A,C,,0,
788,28,1,0.9536111111,3.028333333,follow,PC,0,The ballerina is followed by the pirate.,The boxer is followed by the nun.,0,P,C,,0,
789,30,1,3.884722222,5.74,pull,AI,1,The boxer pull the soldier.,The pirate is pulling the ballerina.,1,A,I,,0,
790,30,1,1.460833333,4.891111111,scold,PC,1,The doctor is scolded by the professor.,The policeman scolds the boxer.,1,P,C,,0,
791,30,1,0.8555555556,10.09611111,chase,AC,1,The nun chases the sailor.,The policeman chases the burglar.,1,A,C,,0,
792,30,0,1.217777778,6.840833333,punch,PC,0,The policeman is punched by the artist.,The ballerina is punched by the cowboy.,0,P,C,,0,
793,30,1,0.9111111111,7.497777778,tickle,AI,0,The soldier tickle the boxer.,The doctor is tickled by the waitress.,0,A,I,,0,
794,30,1,4.658333333,6.245555556,kiss,PC,0,The monk is kissed by the swimmer.,The clown is kissed by the artist.,0,P,C,,0,
795,30,1,1.851944444,3.650277778,punch,AC,1,The cowboy punches the swimmer.,The artist punches the clown.,1,A,C,,0,
796,30,0,1.283055556,6.696666667,tickle,PI,1,The robber is ticklen by the soldier.,The friar is tickled by the waitress.,0,P,I,,0,
797,30,1,1.152777778,3.9425,slap,AC,0,The cowboy slaps the ballerina.,The policeman slaps the boxer.,1,A,C,,0,
798,30,1,0.4880555556,3.528333333,slap,PC,0,The nurse is slapped by  the policeman.,The cowboy slaps the ballerina.,1,P,C,,0,
799,30,0,0.5808333333,3.429444444,push,AI,1,The chef push the clown.,The cowboy pushes the swimmer.,1,A,I,,0,
800,30,1,2.065555556,3.256666667,chase,PC,1,The monk is chased by the policeman.,The pirate chases the robber.,1,P,C,,0,
801,30,1,1.013611111,6.810277778,kiss,AC,1,The artist kisses the ballerina.,The nun kisses the boxer.,1,A,C,,0,
802,30,1,0.7352777778,3.748888889,kick,PI,0,The clown is kicken by the nun.,The waitress kicks the robber.,1,P,I,,0,
803,30,1,1.194444444,7.63,scold,AC,1,The policeman scolds the doctor.,The sailor is scolded by the principal.,0,A,C,,0,
804,30,1,0.85,7.079444444,scold,PC,0,The monk is scolded by the swimmer.,The soldier is scolded by the principal.,0,P,C,,0,
805,30,1,0.5525,3.699722222,chase,AC,0,The policeman chases the robber.,The policeman chases the swimmer.,1,A,C,,0,
