,subjID,surveyID,resp_iscorrect,verif_rt,descr_rt,T_verb,P_type,syn_voice,syn_corr,verif_ans,P_sentence,clear_responses,isactive.raw,isactive.checked,error_type
1156,33,dkzr852l20190413,0,3.3025,11.5,shot,PI,P,I,1,The ballerina is shooted by the artist. ,The cook shoot the swimmer. ,1,1,1
1157,33,dkzr852l20190413,1,2.089166667,8.159166667,kiss,AC,A,C,1,The artist kisses the ballerina.,The nun kiss the boxer. ,1,1,1
1158,33,dkzr852l20190413,1,2.0175,11.65666667,kick,PI,P,I,0,The clown is kicken by the nun. ,The waitress kick the robber. ,1,1,1
1159,33,dkzr852l20190413,1,1.3675,11.32916667,slap,AC,A,C,0,The cowboy slaps the ballerina.,The policeman slap the boxer. ,1,1,1
1160,33,dkzr852l20190413,1,1.44,10.4475,chase,PC,P,C,0,The swimmer is chased by the nun.,The waitress chase the doctor. ,1,1,1
1161,33,dkzr852l20190413,1,11.44166667,10.50583333,slap,AC,A,C,1,The cowboy slaps the professor.,The policeman slap the swimmer. ,1,1,1
1162,33,dkzr852l20190413,1,2.348333333,11.0375,push,PI,P,I,0,The monk is pushen by the policeman.,The cowboy push the ballerina. ,1,1,1
1163,33,dkzr852l20190413,1,1.325,8.838333333,pull,AI,A,I,1,The boxer pull the soldier.,The pirate pull the ballerina. ,1,1,1
1164,33,dkzr852l20190413,0,1.701666667,11.37083333,touch,PI,P,I,1,The doctor is touchen by the waitress.,The sailor touch the clown. ,1,1,1
1165,33,dkzr852l20190413,0,3.1775,15.9975,punch,AC,A,C,1,The cowboy punches the swimmer.,The artist punch the clown.,1,1,1
1166,33,dkzr852l20190413,0,1.3325,10.82,tickle,PI,P,I,1,The robber is ticklen by the soldier. ,The waitress tickle the monk. ,1,1,1
1167,33,dkzr852l20190413,1,4.293333333,9.729166667,shoot,AI,A,I,0,The actress shoot the robber. ,The baker shoot the boxer.,1,1,1
1168,33,dkzr852l20190413,1,2.1525,20.50333333,follow,PC,P,C,1,The ballerina is followed by the pirate. ,The nun follow the soldier. ,1,1,1
1169,33,dkzr852l20190413,0,1.8625,10.2575,chase,AC,A,C,1,The nun chases the sailor.,The policeman chase the robber. ,1,1,1
1170,33,dkzr852l20190413,1,2.570833333,7.880833333,kiss,PC,P,C,0,The monk is kissed by the swimmer.,The artist kiss the clown. ,1,1,1
1171,33,dkzr852l20190413,1,2.625833333,12.21833333,push,AI,A,I,1,The chef push the clown.,The cowboy push the swimmer. ,1,1,1
1172,33,dkzr852l20190413,1,8.025,12.0275,slap,PC,P,C,0,The nurse is slapped by  the policeman.,The cowboy slap the ballerina. ,1,1,1
1173,33,dkzr852l20190413,1,1.978333333,9.269166667,tickle,AI,A,I,0,The soldier tickle the boxer.,The waitress tickle the doctor. ,1,1,1
1174,33,dkzr852l20190413,1,2.840833333,9.09,kiss,PC,P,C,1,The boxer is kissed by the artist.,The nun kiss the ballerina. ,1,1,1
1175,33,dkzr852l20190413,1,1.2725,9.223333333,chase,AC,A,C,0,The policeman chases the robber.,The policeman chase the swimmer. ,1,1,1
1176,33,dkzr852l20190413,1,5.7025,13.8175,punch,PC,P,C,0,The policeman is punched by the artist.,The cowboy punch the ballerina. ,1,1,1
1177,33,dkzr852l20190413,1,1.494166667,8.218333333,punch,AC,A,C,0,The cowboy punches the nun.,The artist punch the monk.,1,1,1
1178,33,dkzr852l20190413,1,2.8225,11.1275,scold,PC,P,C,1,The doctor is scolded by the professor. ,The policeman scold the boxer. ,1,1,1
1179,33,dkzr852l20190413,1,2.463333333,10.95833333,follow,AC,A,C,0,The nun follows the cowboy.,The pirate follow the doctor. ,1,1,1
1180,33,dkzr852l20190413,1,7.7875,15.44166667,punch,PC,P,C,1,The ballerina is punched by the artist.,The cowboy punch the doctor. ,1,1,1
1181,33,dkzr852l20190413,1,1.833333333,9.0025,touch,AI,A,I,0,The waitress touch the professor.,The sailor touch the swimmer. ,1,1,1
1182,33,dkzr852l20190413,1,9.125833333,10.66666667,pull,PI,P,I,0,The waitress is pullen by the pirate. ,The boxer pull the clown. ,1,1,1
1183,33,dkzr852l20190413,1,1.086666667,9.2975,kiss,AC,A,C,0,The pirate kisses the clown.,The artist kiss the soldier. ,1,1,1
1184,33,dkzr852l20190413,1,6.33,12.8475,slap,PC,P,C,1,The clown is slapped by the policeman.,The cowboy slap the sailor. ,1,1,1
1185,33,dkzr852l20190413,1,2.563333333,9.088333333,scold,AC,A,C,0,The waitress scolds the boxer.,The policeman scold the ballerina. ,1,1,1
1186,33,dkzr852l20190413,1,2.009166667,11.09166667,scold,PC,P,C,0,The monk is scolded by the swimmer. ,The professor scold the soldier. ,1,1,1
1187,33,dkzr852l20190413,1,2.375833333,9.326666667,follow,AC,A,C,1,The nun follows the doctor.,The pirate follow the sailor. ,1,1,1
1188,33,dkzr852l20190413,0,1.514166667,14.31083333,chase,PC,P,C,1,The monk is chased by the policeman.,The pirate chase the robber.,1,1,1
1189,34,dm5lf35r20190413,1,9.3175,19.09,tickle,AI,A,I,0,The soldier tickle the boxer.,The lady tickles the doctor.,1,1,0
1190,34,dm5lf35r20190413,1,4.926666667,21.09166667,chase,PC,P,C,1,The monk is chased by the policeman.,A thief is chased by a pirate.,0,0,0
1191,34,dm5lf35r20190413,0,3.548333333,28.49166667,touch,AI,A,I,0,The waitress touch the professor.,The anchorman touches the swimmer.,1,1,0
1192,34,dm5lf35r20190413,1,5.416666667,21.99166667,kiss,PC,P,C,0,The monk is kissed by the swimmer.,A man is kissed by a painter.,0,0,0
1193,34,dm5lf35r20190413,1,5.866666667,26.035,slap,AC,A,C,1,The cowboy slaps the professor.,The traffic police slaps the swimmer.,1,1,0
1194,34,dm5lf35r20190413,1,6.2225,22.82583333,shot,PI,P,I,1,The ballerina is shooted by the artist. ,The cook shoots the swimmer.,1,1,0
1195,34,dm5lf35r20190413,1,2.540833333,21.26166667,punch,AC,A,C,1,The cowboy punches the swimmer.,The painter punches the clown.,1,1,0
1196,34,dm5lf35r20190413,1,9.575833333,17.75166667,scold,PC,P,C,1,The doctor is scolded by the professor. ,The fireman scolds the wrestler.,1,1,0
1197,34,dm5lf35r20190413,1,3.5675,20.70666667,scold,AC,A,C,1,The policeman scolds the doctor.,The professor scolds the student.,1,1,0
1198,34,dm5lf35r20190413,1,3.349166667,41.60083333,follow,PC,P,C,1,The ballerina is followed by the pirate. ,A sister is following a soldier.,1,1,0
1199,34,dm5lf35r20190413,1,6.768333333,11.96833333,shoot,AI,A,I,0,The actress shoot the robber. ,The cook shoots the wrestler.,1,1,0
1200,34,dm5lf35r20190413,1,4.553333333,15.62333333,kiss,PC,P,C,1,The boxer is kissed by the artist.,The sister is kissing a ballerina.,1,1,0
1201,34,dm5lf35r20190413,1,7.265833333,15.8625,punch,AC,A,C,0,The cowboy punches the nun.,The painter punches the nun.,1,1,0
1202,34,dm5lf35r20190413,0,9.863333333,13.59583333,slap,PC,P,C,0,The nurse is slapped by  the policeman.,The cowboy slaps the ballerina.,1,1,0
1203,34,dm5lf35r20190413,1,8.105,8.449166667,kiss,AC,A,C,0,The pirate kisses the clown.,The painter kisses the soldier.,1,1,0
1204,34,dm5lf35r20190413,1,2.793333333,17.88166667,chase,PC,P,C,0,The swimmer is chased by the nun.,The doctor is chased by a waitress.,0,0,0
1205,34,dm5lf35r20190413,1,6.336666667,12.37083333,kick,AI,A,I,1,The policeman kick the boxer.,The waitress kicks the clown.,1,1,0
1206,34,dm5lf35r20190413,1,2.475833333,10.68666667,punch,PC,P,C,1,The ballerina is punched by the artist.,The cowboy punches the doctor.,1,1,0
1207,34,dm5lf35r20190413,1,7.1375,10.34166667,scold,AC,A,C,0,The waitress scolds the boxer.,The fireman scolds the ballerina.,1,1,0
1208,34,dm5lf35r20190413,1,4.075,27.125,scold,PC,P,C,0,The monk is scolded by the swimmer. ,The professor scolds the cowboy.,1,1,0
1209,34,dm5lf35r20190413,1,3.783333333,9.7575,chase,AC,A,C,0,The policeman chases the robber.,The policeman chases the swimmer.,1,1,0
1210,34,dm5lf35r20190413,0,7.935833333,11.585,punch,PC,P,C,0,The policeman is punched by the artist.,The cowboy punches the ballerina.,1,1,0
1211,34,dm5lf35r20190413,1,3.281666667,14.37666667,chase,AC,A,C,1,The nun chases the sailor.,The robber is being chased by the policeman.,0,0,0
1212,34,dm5lf35r20190413,0,7.861666667,43.53333333,tickle,PI,P,I,1,The robber is ticklen by the soldier. ,The pastor is tickled by the waitress.,0,0,0
1213,34,dm5lf35r20190413,1,3.819166667,10.92916667,push,AI,A,I,1,The chef push the clown.,The cowboy pushes the swimmer.,1,1,0
1214,34,dm5lf35r20190413,1,3.303333333,17.98666667,slap,PC,P,C,1,The clown is slapped by the policeman.,The cowboy slaps the waiter.,1,1,0
1215,34,dm5lf35r20190413,1,2.345,20.97333333,follow,AC,A,C,1,The nun follows the doctor.,The pirate follows the waiter.,1,1,0
1216,34,dm5lf35r20190413,0,2.735,13.82833333,touch,PI,P,I,1,The doctor is touchen by the waitress.,The sailor touches the clown.,1,1,0
1217,34,dm5lf35r20190413,1,2.576666667,10.3675,pull,AI,A,I,1,The boxer pull the soldier.,The pirate pulls the ballerina.,1,1,0
1218,34,dm5lf35r20190413,1,3.02,28.83833333,push,PI,P,I,0,The monk is pushen by the policeman.,The cowboy pushes the ballerina.,1,1,0
1219,34,dm5lf35r20190413,1,2.888333333,7.250833333,kiss,AC,A,C,1,The artist kisses the ballerina.,The nun kisses the boxer.,1,1,0
1220,34,dm5lf35r20190413,1,2.803333333,9.668333333,pull,PI,P,I,0,The waitress is pullen by the pirate. ,The boxer pulls the clown.,1,1,0
1221,34,dm5lf35r20190413,1,5.85,11.25,follow,AC,A,C,0,The nun follows the cowboy.,The pirate follows the doctor.,1,1,0
1222,34,dm5lf35r20190413,1,3.839166667,7.815833333,follow,PC,P,C,0,The ballerina is followed by the pirate.,The nun follows the boxer.,1,1,0
1223,34,dm5lf35r20190413,1,4.440833333,11.06333333,slap,AC,A,C,0,The cowboy slaps the ballerina.,The policeman slaps the boxer.,1,1,0
1224,34,dm5lf35r20190413,1,3.809166667,16.96,kick,PI,P,I,0,The clown is kicken by the nun. ,The waitress kicks the thief.,1,1,0
1225,35,dppb85wf20190406,1,7.324166667,7.309166667,touch,AI,A,I,0,The waitress touch the professor.,A sailor touches a swimmer.,1,1,0
1226,35,dppb85wf20190406,1,5.665833333,7.075833333,pull,PI,P,I,0,The waitress is pullen by the pirate.,A boxer pulls a clown.,1,1,0
1227,35,dppb85wf20190406,0,3.5775,6.745,tickle,AI,A,I,0,The soldier tickle the boxer.,A waitress tickles a doctor.,1,1,0
1228,35,dppb85wf20190406,1,7.595,6.879166667,slap,PC,P,C,0,The nurse is slapped by  the policeman.,A cowboy slaps a ballerina.,1,1,0
1229,35,dppb85wf20190406,1,2.046666667,6.585,kiss,AC,A,C,1,The artist kisses the ballerina.,The nun kisses a boxer.,1,1,0
1230,35,dppb85wf20190406,1,1.895,6.311666667,follow,PC,P,C,0,The ballerina is followed by the pirate.,A nun follows a boxer.,1,1,0
1231,35,dppb85wf20190406,1,1.701666667,7.725,scold,AC,A,C,0,The waitress scolds the boxer.,A policeman scolds a ballerina.,1,1,0
1232,35,dppb85wf20190406,0,5.9425,6.180833333,tickle,PI,P,I,1,The robber is ticklen by the soldier.,A waitress tickles a monk.,1,1,0
1233,35,dppb85wf20190406,1,2.059166667,6.233333333,slap,AC,A,C,1,The cowboy slaps the professor.,A policeman slaps a swimmer.,1,1,0
1234,35,dppb85wf20190406,1,1.866666667,13.28916667,kick,PI,P,I,0,The clown is kicken by the nun.,A waitress kicks a burglar.,1,1,0
1235,35,dppb85wf20190406,1,2.941666667,5.684166667,slap,AC,A,C,0,The cowboy slaps the ballerina.,A policeman slaps a boxer.,1,1,0
1236,35,dppb85wf20190406,1,7.855,7.1475,chase,PC,P,C,1,The monk is chased by the policeman.,A burglar is chased by a pirate.,0,0,0
1237,35,dppb85wf20190406,1,3.404166667,5.861666667,scold,AC,A,C,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,1,0
1238,35,dppb85wf20190406,1,2.069166667,5.449166667,punch,PC,P,C,1,The ballerina is punched by the artist.,A cowboy punches a doctor.,1,1,0
1239,35,dppb85wf20190406,1,2.9,4.969166667,shoot,AI,A,I,0,The actress shoot the robber.,The chef shoots the boxer.,1,1,0
1240,35,dppb85wf20190406,1,3.7775,5.7075,push,PI,P,I,0,The monk is pushen by the policeman.,A cowboy pushes a ballerina.,1,1,0
1241,35,dppb85wf20190406,1,1.821666667,5.414166667,punch,AC,A,C,1,The cowboy punches the swimmer.,An artist punches a clown.,1,1,0
1242,35,dppb85wf20190406,0,4.565,6.514166667,kiss,PC,P,C,0,The monk is kissed by the swimmer.,An artist kisses a clown.,1,1,0
1243,35,dppb85wf20190406,1,1.485833333,6.858333333,follow,AC,A,C,1,The nun follows the doctor.,A pirate follows a sailor.,1,1,0
1244,35,dppb85wf20190406,1,2.260833333,13.46,scold,PC,P,C,0,The monk is scolded by the swimmer.,A professor scolds a gunman.,1,1,0
1245,35,dppb85wf20190406,1,1.02,5.649166667,chase,AC,A,C,0,The policeman chases the robber.,A policeman chases a swimmer.,1,1,0
1246,35,dppb85wf20190406,1,2.654166667,6.108333333,punch,PC,P,C,0,The policeman is punched by the artist.,A cowboy punches a ballerina.,1,1,0
1247,35,dppb85wf20190406,1,5.91,5.861666667,pull,AI,A,I,1,The boxer pull the soldier.,A pirate pulls a ballerina.,1,1,0
1248,35,dppb85wf20190406,0,2.999166667,7.0425,scold,PC,P,C,1,The doctor is scolded by the professor.,A policeman scolds a boxer.,1,1,0
1249,35,dppb85wf20190406,1,4.265,6.596666667,punch,AC,A,C,0,The cowboy punches the nun.,An artist punches a monk.,1,1,0
1250,35,dppb85wf20190406,1,3.023333333,5.6,follow,PC,P,C,1,The ballerina is followed by the pirate.,A nun follows a soldier.,1,1,0
1251,35,dppb85wf20190406,1,2.116666667,5.625,kiss,AC,A,C,0,The pirate kisses the clown.,An artist kisses a soldier.,1,1,0
1252,35,dppb85wf20190406,1,2.773333333,5.908333333,slap,PC,P,C,1,The clown is slapped by the policeman.,A cowboy slaps a sailor.,1,1,0
1253,35,dppb85wf20190406,1,2.145,5.629166667,push,AI,A,I,1,The chef push the clown.,A cowboy pushes a swimmer.,1,1,0
1254,35,dppb85wf20190406,1,2.659166667,5.329166667,kiss,PC,P,C,1,The boxer is kissed by the artist.,A nun kisses a dancer.,1,1,0
1255,35,dppb85wf20190406,1,1.85,7.52,kick,AI,A,I,1,The policeman kick the boxer.,The waitress kicks the clown.,1,1,0
1256,35,dppb85wf20190406,0,2.595,5.519166667,touch,PI,P,I,1,The doctor is touchen by the waitress.,A sailor touches a clown.,1,1,0
1257,35,dppb85wf20190406,1,4.125,6.285,chase,AC,A,C,1,The nun chases the sailor.,A policeman chases a robber.,1,1,0
1258,35,dppb85wf20190406,0,3.026666667,5.09,shot,PI,P,I,1,The ballerina is shooted by the artist.,A chef shoots a swimmer.,1,1,0
1259,35,dppb85wf20190406,0,1.6975,7.483333333,follow,AC,A,C,0,The nun follows the cowboy.,A pirate follows a doctor.,1,1,0
1260,35,dppb85wf20190406,1,3.543333333,6.564166667,chase,PC,P,C,0,The swimmer is chased by the nun.,A doctor is chased by a waitress.,0,0,0
1261,36,e1ns31nl20190406,1,7.5625,23.61833333,push,AI,A,I,1,The chef push the clown.,the cowboy pushes toward the swimmer,1,1,0
1262,36,e1ns31nl20190406,1,6.526666667,31.68916667,follow,PC,P,C,0,The ballerina is followed by the pirate.,the monk follows the fleeing boxer,1,1,0
1263,36,e1ns31nl20190406,1,7.726666667,14.13416667,touch,AI,A,I,0,The waitress touch the professor.,the sailor touches the swimmer,1,1,0
1264,36,e1ns31nl20190406,1,4.399166667,14.61166667,chase,PC,P,C,1,The monk is chased by the policeman.,the pirate chases the thief,1,1,0
1265,36,e1ns31nl20190406,1,2.0425,20.745,scold,AC,A,C,1,The policeman scolds the doctor.,the scholar scolds the sailor,1,1,0
1266,36,e1ns31nl20190406,1,6.508333333,11.3725,tickle,PI,P,I,1,The robber is ticklen by the soldier.,the waitress tickles the monk,1,1,0
1267,36,e1ns31nl20190406,1,3.779166667,22.2675,slap,AC,A,C,0,The cowboy slaps the ballerina.,the policeman slapped the boxer,1,1,0
1268,36,e1ns31nl20190406,1,4.354166667,15.25583333,punch,PC,P,C,0,The policeman is punched by the artist.,the cowboy punched the ballerina,1,1,0
1269,36,e1ns31nl20190406,1,2.674166667,10.72666667,chase,AC,A,C,0,The policeman chases the robber.,the policeman chases the swimmer,1,1,0
1270,36,e1ns31nl20190406,1,3.436666667,11.57,touch,PI,P,I,1,The doctor is touchen by the waitress.,the sailor touches the clown,1,1,0
1271,36,e1ns31nl20190406,1,2.209166667,10.87,scold,AC,A,C,0,The waitress scolds the boxer.,the policeman scolds the ballerina,1,1,0
1272,36,e1ns31nl20190406,1,2.430833333,15.23083333,kiss,PC,P,C,0,The monk is kissed by the swimmer.,the painter kisses the clown,1,1,0
1273,36,e1ns31nl20190406,1,2.669166667,12.31333333,chase,AC,A,C,1,The nun chases the sailor.,the policeman chases the robber,1,1,0
1274,36,e1ns31nl20190406,1,2.363333333,11.9175,chase,PC,P,C,0,The swimmer is chased by the nun.,the waitress chases after the doctor,1,1,0
1275,36,e1ns31nl20190406,1,4.624166667,11.40583333,tickle,AI,A,I,0,The soldier tickle the boxer.,the waitress tickles the doctor,1,1,0
1276,36,e1ns31nl20190406,1,2.549166667,10.79083333,slap,PC,P,C,0,The nurse is slapped by  the policeman.,the cowboy slapped the ballerina,1,1,0
1277,36,e1ns31nl20190406,1,3.185,10.65833333,kiss,AC,A,C,0,The pirate kisses the clown.,the painter kisses the soldier,1,1,0
1278,36,e1ns31nl20190406,1,2.0975,11.67666667,kick,PI,P,I,0,The clown is kicken by the nun.,the waitress kicked the robber,1,1,0
1279,36,e1ns31nl20190406,1,2.141666667,9.655833333,follow,AC,A,C,0,The nun follows the cowboy.,the pirate follows the doctor,1,1,0
1280,36,e1ns31nl20190406,1,2.865,10.08083333,pull,PI,P,I,0,The waitress is pullen by the pirate.,the boxer pulls the clown,1,1,0
1281,36,e1ns31nl20190406,1,2.5375,9.1125,kiss,AC,A,C,1,The artist kisses the ballerina.,the nun kisses the boxer,1,1,0
1282,36,e1ns31nl20190406,1,2.685833333,11.91416667,kiss,PC,P,C,1,The boxer is kissed by the artist.,the nun wants to kiss the ballerina,1,1,0
1283,36,e1ns31nl20190406,1,1.781666667,8.956666667,follow,AC,A,C,1,The nun follows the doctor.,the pirate follows the sailor,1,1,0
1284,36,e1ns31nl20190406,1,3.4075,11.6625,follow,PC,P,C,1,The ballerina is followed by the pirate.,the nun follows the soldier,1,1,0
1285,36,e1ns31nl20190406,1,2.515833333,11.785,slap,AC,A,C,1,The cowboy slaps the professor.,the policeman slapped the swimmer,1,1,0
1286,36,e1ns31nl20190406,1,3.0075,11.15,shot,PI,P,I,1,The ballerina is shooted by the artist.,the chef shot the swimmer,1,1,0
1287,36,e1ns31nl20190406,1,2.1175,10.07583333,punch,AC,A,C,0,The cowboy punches the nun.,the artist punched the monk,1,1,0
1288,36,e1ns31nl20190406,1,1.974166667,12.5875,scold,PC,P,C,0,The monk is scolded by the swimmer.,the professor scolded the soldier,1,1,0
1289,36,e1ns31nl20190406,1,3.169166667,8.9325,shoot,AI,A,I,0,The actress shoot the robber.,the chef shot the boxer,1,1,0
1290,36,e1ns31nl20190406,1,2.923333333,10.96166667,push,PI,P,I,0,The monk is pushen by the policeman.,the cowboy pushed the ballerina,1,1,0
1291,36,e1ns31nl20190406,1,2.319166667,9.423333333,pull,AI,A,I,1,The boxer pull the soldier.,the pirate pulled the ballerina,1,1,0
1292,36,e1ns31nl20190406,1,2.0725,9.035,slap,PC,P,C,1,The clown is slapped by the policeman.,the cowboy slapped the sailor,1,1,0
1293,36,e1ns31nl20190406,1,2.286666667,13.65666667,kick,AI,A,I,1,The policeman kick the boxer.,the waitress has kicked the clown,1,1,0
1294,36,e1ns31nl20190406,1,2.186666667,9.4825,scold,PC,P,C,1,The doctor is scolded by the professor.,the policeman scolds the boxer,1,1,0
1295,36,e1ns31nl20190406,1,2.0025,10.42,punch,AC,A,C,1,The cowboy punches the swimmer.,the artist punched the clown,1,1,0
1296,36,e1ns31nl20190406,1,2.399166667,9.4725,punch,PC,P,C,1,The ballerina is punched by the artist.,the cowboy punched the doctor,1,1,0
1297,37,ee2fuybn20190413,1,3.891666667,64.27666667,follow,AC,A,C,1,The nun follows the doctor.,thief is following other person.,1,1,2
1298,37,ee2fuybn20190413,1,11.87416667,19.78583333,touch,PI,P,I,1,The doctor is touchen by the waitress.,the person touch to the grandma,1,1,1
1299,37,ee2fuybn20190413,1,29.88666667,26.57083333,push,AI,A,I,1,The chef push the clown.,the chef bush the thief,1,1,1
